GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1600000US2623600,2623600,"Eagle Harbor CDP, Michigan",70,20,58750,18199,100.0,26.9,58750,18199,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,0.0,26.9,-,**,100.0,26.9,58750,18199,0.0,26.9,-,**,2.9,4.3,-,**,28.6,13.3,91250,16423,68.6,13.1,45000,11893,46,13,91250,33070,4.3,6.7,-,**,95.7,6.7,89167,42951,97.8,5.0,89583,38506,0.0,36.2,-,**,2.2,5.0,-,**,24,14,(X),(X),66.7,23.1,(X),(X),66.7,23.1,(X),(X),0.0,50.4,(X),(X),33.3,23.1,(X),(X),33.3,23.1,(X),(X),0.0,50.4,(X),(X),38.6,(X),(X),(X),47.8,(X),(X),(X),20.8,(X),(X),(X)
1600000US2623740,2623740,"Eagle River CDP, Michigan",38,14,42500,21972,100.0,40.0,42500,21972,0.0,40.0,-,**,0.0,40.0,-,**,0.0,40.0,-,**,0.0,40.0,-,**,0.0,40.0,-,**,0.0,40.0,-,**,5.3,6.6,-,**,94.7,6.6,43750,25162,0.0,40.0,(X),(X),10.5,11.2,(X),(X),55.3,14.5,(X),(X),34.2,16.5,(X),(X),19,9,59375,14392,10.5,13.6,-,**,89.5,13.6,63750,12612,84.2,15.9,62500,56608,10.5,13.6,-,**,5.3,8.8,-,**,19,10,38438,8068,42.1,27.8,(X),(X),42.1,27.8,(X),(X),0.0,56.6,(X),(X),57.9,27.8,(X),(X),57.9,27.8,(X),(X),0.0,56.6,(X),(X),23.7,(X),(X),(X),31.6,(X),(X),(X),15.8,(X),(X),(X)
1600000US2623980,2623980,"East Grand Rapids city, Michigan",3974,108,112000,6015,96.4,1.4,112564,6584,0.9,0.7,(X),(X),0.5,0.5,-,**,0.7,0.7,169583,61434,0.0,0.6,-,**,0.2,0.3,-,**,1.3,0.6,(X),(X),1.5,1.2,96298,21161,94.9,1.8,113814,6664,0.5,0.8,-,**,32.7,2.4,109787,8102,48.9,2.7,130741,13789,17.8,1.8,67656,9012,3300,105,120563,9108,56.1,4.4,123264,13427,43.9,4.4,117353,10707,86.4,3.0,(X),(X),10.3,2.7,(X),(X),3.3,1.6,(X),(X),674,124,66518,10759,69.3,9.2,(X),(X),61.0,10.2,(X),(X),8.3,5.9,(X),(X),30.7,9.2,(X),(X),28.0,9.1,(X),(X),2.7,3.0,(X),(X),21.7,(X),(X),(X),22.2,(X),(X),(X),18.8,(X),(X),(X)
1600000US2624020,2624020,"East Jordan city, Michigan",959,87,32917,3105,99.3,0.9,32944,3085,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,0.7,0.9,-,**,1.5,1.7,-,**,97.8,1.9,32944,3201,4.3,3.1,23875,11776,27.6,6.3,49236,9439,42.4,7.1,36528,7218,25.7,4.9,21136,6301,554,85,47273,5052,45.8,8.4,60588,14737,54.2,8.4,43833,6226,72.2,7.6,(X),(X),13.9,6.3,(X),(X),13.9,6.6,(X),(X),405,78,18826,3771,51.9,10.3,(X),(X),48.4,9.5,(X),(X),3.5,3.6,(X),(X),48.1,10.3,(X),(X),34.1,10.3,(X),(X),14.1,9.3,(X),(X),31.8,(X),(X),(X),28.2,(X),(X),(X),35.8,(X),(X),(X)
1600000US2624060,2624060,"Eastlake village, Michigan",216,44,34545,8127,92.6,8.7,34318,6583,3.2,8.6,-,**,4.2,3.2,67917,17608,0.0,9.9,-,**,0.0,9.9,-,**,0.0,9.9,-,**,0.0,9.9,-,**,2.3,3.0,-,**,90.3,8.5,34432,6620,0.9,1.7,(X),(X),15.3,8.4,(X),(X),45.8,11.8,(X),(X),38.0,9.3,(X),(X),143,30,54583,10457,23.8,11.4,(X),(X),76.2,11.4,(X),(X),83.9,9.3,(X),(X),9.1,7.7,(X),(X),7.0,5.0,(X),(X),73,33,22266,5481,47.9,20.3,(X),(X),35.6,16.0,(X),(X),12.3,23.8,(X),(X),52.1,20.3,(X),(X),50.7,20.8,(X),(X),1.4,4.7,(X),(X),39.4,(X),(X),(X),35.0,(X),(X),(X),47.9,(X),(X),(X)
1600000US2624120,2624120,"East Lansing city, Michigan",13927,449,32981,2433,79.7,1.7,34851,5162,6.8,1.4,30368,18062,0.4,0.3,51800,26881,9.6,1.4,18697,4888,0.0,0.2,-,**,0.5,0.3,(X),(X),2.9,0.8,30956,8100,3.8,1.0,44529,23894,76.9,1.8,34236,3803,37.0,2.0,12096,1518,27.4,1.6,42093,4934,18.8,1.4,79855,8793,16.8,1.4,70164,12763,4639,233,88566,10124,38.1,3.6,77143,13717,61.9,3.6,94119,9172,76.8,3.4,(X),(X),16.1,3.4,(X),(X),7.1,2.5,(X),(X),9288,427,21003,2047,51.9,2.9,22606,4167,30.0,2.8,25341,5641,21.9,2.3,18995,6547,48.1,2.9,20021,2417,26.2,2.6,20976,3430,22.0,2.2,18708,3362,28.6,(X),(X),(X),22.7,(X),(X),(X),31.3,(X),(X),(X)
1600000US2624290,2624290,"Eastpointe city, Michigan",12305,383,41759,2901,59.6,2.1,44955,3356,36.8,2.3,36228,5408,0.6,0.5,58194,26618,0.9,0.5,45900,44049,0.0,0.2,-,**,0.9,0.5,26571,6781,1.1,0.6,71020,15119,2.2,0.9,42935,28480,58.3,2.2,44934,4087,2.2,0.9,13365,9948,35.5,2.0,47385,3256,43.1,2.3,47361,4808,19.2,1.3,29105,4172,7942,243,49297,3637,49.4,3.1,42927,5970,50.6,3.1,52374,3454,53.0,3.2,63410,5395,38.1,3.0,31588,4423,9.0,2.3,44568,10218,4363,433,27859,5208,51.9,4.4,(X),(X),47.0,4.6,(X),(X),4.8,1.5,(X),(X),48.1,4.4,(X),(X),39.8,4.8,(X),(X),8.3,2.5,(X),(X),38.8,(X),(X),(X),42.7,(X),(X),(X),31.0,(X),(X),(X)
1600000US2624300,2624300,"Eastport CDP, Michigan",110,38,56667,24949,95.5,7.8,52396,21728,0.0,18.4,-,**,4.5,7.8,-,**,0.0,18.4,-,**,0.0,18.4,-,**,0.0,18.4,-,**,0.0,18.4,-,**,0.0,18.4,-,**,95.5,7.8,52396,21728,0.0,18.4,-,**,11.8,16.1,-,**,25.5,16.5,43750,27718,62.7,15.6,58295,30677,54,34,80750,12823,20.4,28.5,-,**,79.6,28.5,82125,22862,100.0,32.7,80750,12823,0.0,32.7,-,**,0.0,32.7,-,**,56,27,30385,7574,78.6,26.6,26389,8953,71.4,30.0,26389,9746,7.1,9.9,-,**,21.4,26.6,-,**,17.9,25.2,-,**,3.6,8.8,-,**,37.3,(X),(X),(X),63.0,(X),(X),(X),12.5,(X),(X),(X)
1600000US2624420,2624420,"East Tawas city, Michigan",1245,95,38042,4581,98.4,1.6,38542,4504,0.0,1.8,-,**,0.0,1.8,-,**,0.3,0.7,-,**,0.0,1.8,-,**,0.0,1.8,-,**,1.3,1.5,-,**,1.3,1.3,-,**,97.1,1.9,37875,4302,5.9,4.8,(X),(X),17.3,5.1,(X),(X),40.4,5.7,(X),(X),36.5,5.3,(X),(X),765,76,45152,6599,39.3,8.4,36775,7598,60.7,8.4,54545,14701,69.7,10.1,(X),(X),19.1,6.8,(X),(X),11.2,7.2,(X),(X),480,113,25987,5672,55.8,11.2,(X),(X),48.1,10.4,(X),(X),7.7,5.4,(X),(X),44.2,11.2,(X),(X),40.2,11.0,(X),(X),4.0,5.8,(X),(X),35.7,(X),(X),(X),38.2,(X),(X),(X),31.7,(X),(X),(X)
1600000US2624500,2624500,"Eastwood CDP, Michigan",2519,171,41607,4745,70.8,6.1,43712,6444,23.5,5.4,41899,12772,0.5,0.9,-,**,1.1,1.4,-,**,0.0,0.9,-,**,0.7,1.1,-,**,3.4,2.1,20313,13843,4.7,2.6,37569,24125,68.6,5.9,44750,7008,6.5,3.4,(X),(X),44.7,5.4,(X),(X),34.4,5.9,(X),(X),14.4,3.1,(X),(X),1665,151,48683,6788,46.8,7.4,46912,12114,53.2,7.4,52039,11995,54.1,7.4,(X),(X),34.6,6.9,(X),(X),11.4,6.7,(X),(X),854,158,23698,8936,53.4,9.9,(X),(X),43.6,9.4,(X),(X),9.8,6.0,(X),(X),46.6,9.9,(X),(X),36.3,9.5,(X),(X),10.3,5.4,(X),(X),30.7,(X),(X),(X),30.2,(X),(X),(X),30.8,(X),(X),(X)
1600000US2624540,2624540,"Eaton Rapids city, Michigan",1958,233,39450,6148,97.0,2.3,40617,4855,1.0,1.4,-,**,0.0,1.1,-,**,1.7,1.7,-,**,0.0,1.1,-,**,0.4,0.6,-,**,0.0,1.1,-,**,1.6,1.3,53438,10752,95.8,2.3,40217,5168,3.9,2.5,25625,15408,35.5,5.7,42692,9998,37.4,5.2,43906,13086,23.1,3.8,30542,3086,1201,127,49971,10918,48.7,6.8,43365,15794,51.3,6.8,54079,11910,72.4,7.5,(X),(X),22.4,6.7,(X),(X),5.2,3.5,(X),(X),757,191,29417,5999,59.3,9.5,(X),(X),52.4,10.9,(X),(X),6.9,5.3,(X),(X),40.7,9.5,(X),(X),23.0,7.7,(X),(X),17.7,9.6,(X),(X),28.2,(X),(X),(X),28.4,(X),(X),(X),27.9,(X),(X),(X)
1600000US2624580,2624580,"Eau Claire village, Michigan",208,41,41346,7226,77.9,12.0,42500,9231,2.4,2.9,-,**,0.0,10.2,-,**,0.0,10.2,-,**,0.0,10.2,-,**,12.0,9.6,(X),(X),7.7,7.0,31667,24177,23.1,11.9,24286,12784,68.8,13.6,47708,8933,5.8,6.1,42083,31044,35.1,10.8,35893,17119,39.9,12.5,50089,7204,19.2,9.4,36250,12916,148,38,39643,11534,45.9,13.3,36563,19269,54.1,13.3,41667,13852,59.5,13.0,(X),(X),18.2,9.3,(X),(X),22.3,12.2,(X),(X),60,27,38750,18134,43.3,23.9,(X),(X),43.3,23.9,(X),(X),0.0,30.3,(X),(X),56.7,23.9,(X),(X),35.0,26.5,(X),(X),21.7,24.2,(X),(X),34.6,(X),(X),(X),35.1,(X),(X),(X),33.3,(X),(X),(X)
1600000US2624740,2624740,"Ecorse city, Michigan",3438,204,28131,4256,50.9,3.9,27687,8333,44.7,3.6,30353,7463,0.8,0.6,"2,500-",***,0.0,0.7,-,**,0.0,0.7,-,**,2.1,1.3,44375,42080,1.5,1.1,27813,23808,9.7,2.6,32500,28622,43.8,4.2,27780,8391,5.6,3.1,7232,6583,26.6,4.2,32102,8960,37.6,4.3,31821,7725,30.3,3.5,24076,5033,2104,132,34844,5219,40.7,5.7,18555,6766,59.3,5.7,42400,5413,41.7,6.1,(X),(X),44.7,5.9,(X),(X),13.6,3.8,(X),(X),1334,185,16894,2892,60.9,8.3,16504,3668,58.2,8.2,15720,3623,2.8,2.0,74219,35502,39.1,8.3,17469,5169,29.6,8.0,15156,5463,9.4,4.6,42500,23293,47.0,(X),(X),(X),51.2,(X),(X),(X),36.7,(X),(X),(X)
1600000US2624880,2624880,"Edgemont Park CDP, Michigan",980,98,55500,10780,82.6,7.9,59453,7347,10.0,6.9,(X),(X),0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,5.4,5.1,30066,23195,2.0,2.1,88750,43905,10.0,6.8,(X),(X),79.0,8.5,57969,7217,6.3,6.2,(X),(X),33.3,6.0,(X),(X),40.6,6.5,(X),(X),19.8,4.0,(X),(X),587,82,69156,6248,46.7,9.5,72750,17417,53.3,9.5,68490,6362,69.7,10.6,(X),(X),22.0,9.5,(X),(X),8.3,7.4,(X),(X),393,92,37819,4993,55.0,17.2,37315,7659,51.4,18.2,37315,7400,3.6,3.9,-,**,45.0,17.2,39018,14680,37.4,17.0,37589,20281,7.6,6.1,50250,17302,29.9,(X),(X),(X),32.7,(X),(X),(X),25.7,(X),(X),(X)
1600000US2625000,2625000,"Edmore village, Michigan",515,58,22006,5984,93.0,4.9,22708,7754,1.2,2.2,-,**,4.3,4.8,-,**,0.0,4.3,-,**,0.0,4.3,-,**,0.0,4.3,-,**,1.6,1.7,-,**,1.2,1.3,-,**,92.4,4.9,23333,7395,6.8,4.4,17917,17835,29.3,7.4,20625,12241,38.6,9.2,21106,3817,25.2,5.9,31944,7621,326,46,33500,11160,52.8,8.5,21125,8477,47.2,8.5,42188,13517,56.1,9.8,(X),(X),29.8,9.7,(X),(X),14.1,7.8,(X),(X),189,42,12056,2383,71.4,14.3,(X),(X),59.3,15.1,(X),(X),12.2,9.1,(X),(X),28.6,14.3,(X),(X),22.8,12.3,(X),(X),5.8,7.7,(X),(X),42.9,(X),(X),(X),51.8,(X),(X),(X),27.5,(X),(X),(X)
1600000US2625040,2625040,"Edwardsburg village, Michigan",446,63,30333,5905,96.4,3.4,30833,5945,1.3,2.4,"2,500-",***,0.0,4.9,-,**,0.0,4.9,-,**,0.0,4.9,-,**,0.0,4.9,-,**,2.2,2.9,-,**,0.0,4.9,-,**,96.4,3.4,30833,5945,9.0,6.2,25278,20044,24.2,8.1,51786,21552,44.6,10.5,29750,10300,22.2,7.2,24688,10925,242,48,39605,16018,49.6,12.7,50714,22733,50.4,12.7,38462,8500,61.2,9.1,(X),(X),28.5,6.9,(X),(X),10.3,7.2,(X),(X),204,43,18833,11276,60.3,13.1,(X),(X),55.9,13.4,(X),(X),4.4,4.0,(X),(X),39.7,13.1,(X),(X),34.8,13.0,(X),(X),4.9,6.3,(X),(X),32.7,(X),(X),(X),31.4,(X),(X),(X),31.4,(X),(X),(X)
1600000US2625180,2625180,"Elberta village, Michigan",98,28,45179,23163,100.0,20.3,45179,23163,0.0,20.3,-,**,0.0,20.3,-,**,0.0,20.3,-,**,0.0,20.3,-,**,0.0,20.3,-,**,0.0,20.3,-,**,0.0,20.3,-,**,100.0,20.3,45179,23163,4.1,6.1,-,**,15.3,10.7,60313,52807,31.6,12.1,46563,24705,49.0,13.8,31250,11379,70,23,47143,11021,17.1,13.1,61250,37873,82.9,13.1,46786,5120,65.7,17.6,(X),(X),20.0,13.8,(X),(X),14.3,14.7,(X),(X),28,16,16875,16346,78.6,23.3,(X),(X),64.3,24.8,(X),(X),14.3,19.5,(X),(X),21.4,23.3,(X),(X),21.4,23.3,(X),(X),0.0,46.6,(X),(X),31.6,(X),(X),(X),24.3,(X),(X),(X),50.0,(X),(X),(X)
1600000US2625320,2625320,"Elk Rapids village, Michigan",749,71,41902,10354,95.9,3.4,42500,11798,0.0,3.0,-,**,0.5,0.8,-,**,0.8,0.9,-,**,0.0,3.0,-,**,1.5,2.7,-,**,1.3,1.2,142000,94719,2.0,2.7,-,**,95.9,3.4,42500,11798,1.7,1.5,30250,15328,13.8,5.5,51458,38648,34.2,5.4,57833,12569,50.3,5.8,33750,12745,472,54,55455,8708,27.8,6.7,42159,15270,72.2,6.7,59583,8349,87.5,5.1,(X),(X),9.5,4.7,(X),(X),3.0,2.3,(X),(X),277,69,24740,3862,70.0,11.3,(X),(X),65.7,10.7,(X),(X),4.3,3.6,(X),(X),30.0,11.3,(X),(X),27.8,11.1,(X),(X),2.2,2.9,(X),(X),29.1,(X),(X),(X),33.3,(X),(X),(X),19.1,(X),(X),(X)
1600000US2625360,2625360,"Elkton village, Michigan",338,40,33125,5446,98.8,2.4,34375,5893,0.0,6.4,-,**,0.0,6.4,-,**,0.0,6.4,-,**,0.0,6.4,-,**,0.0,6.4,-,**,1.2,2.4,-,**,5.0,4.5,31250,1579,93.8,4.5,35563,6037,9.5,5.4,(X),(X),37.6,7.9,(X),(X),32.5,7.7,(X),(X),20.4,6.2,(X),(X),239,40,37578,9968,54.8,8.6,22321,12821,45.2,8.6,57500,17161,61.5,10.0,(X),(X),22.2,9.0,(X),(X),16.3,8.1,(X),(X),99,26,18173,4301,48.5,16.3,13333,3710,48.5,16.3,13333,3710,0.0,20.2,-,**,51.5,16.3,24375,12131,44.4,18.0,19545,11014,7.1,7.5,-,**,29.3,(X),(X),(X),28.9,(X),(X),(X),30.3,(X),(X),(X)
1600000US2625420,2625420,"Ellsworth village, Michigan",149,27,48750,11326,100.0,14.0,48750,11326,0.0,14.0,-,**,0.0,14.0,-,**,0.0,14.0,-,**,0.0,14.0,-,**,0.0,14.0,-,**,0.0,14.0,-,**,4.0,5.3,-,**,96.0,5.3,42426,17432,0.0,14.0,-,**,37.6,11.7,51364,10070,45.6,12.0,52500,14768,16.8,8.9,28750,13418,98,25,57000,3908,41.8,13.3,55750,7188,58.2,13.3,57917,3721,77.6,15.1,58611,4380,7.1,6.9,56250,19199,15.3,14.4,50893,30735,51,18,16750,7728,43.1,21.8,(X),(X),43.1,21.8,(X),(X),0.0,33.9,(X),(X),56.9,21.8,(X),(X),49.0,22.4,(X),(X),7.8,10.1,(X),(X),22.8,(X),(X),(X),30.6,(X),(X),(X),7.8,(X),(X),(X)
1600000US2625780,2625780,"Elsie village, Michigan",405,45,41250,2762,99.3,1.1,41250,3088,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.0,5.4,-,**,0.7,1.1,-,**,0.0,5.4,-,**,99.3,1.1,41250,3088,4.0,3.0,(X),(X),23.2,7.3,(X),(X),42.5,6.7,(X),(X),30.4,7.0,(X),(X),245,44,52969,10135,28.2,9.6,42250,9338,71.8,9.6,62647,17828,76.3,7.2,57292,12844,16.7,5.9,43125,18516,6.9,5.6,40694,17233,160,36,23125,6586,61.3,12.6,20000,3353,56.3,12.6,19000,3702,5.0,4.0,46250,30072,38.8,12.6,35000,22783,31.3,12.2,33750,28400,7.5,7.0,45500,25937,29.4,(X),(X),(X),31.8,(X),(X),(X),20.6,(X),(X),(X)
1600000US2625940,2625940,"Emmett village, Michigan",99,20,45625,16107,99.0,2.5,45000,16244,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,0.0,20.2,-,**,1.0,2.5,-,**,0.0,20.2,-,**,99.0,2.5,45000,16244,4.0,5.8,-,**,25.3,11.7,36875,24517,42.4,14.9,77857,29978,28.3,10.9,39500,18879,75,17,60625,24470,42.7,15.8,50000,32563,57.3,15.8,66875,21711,72.0,15.9,(X),(X),28.0,15.9,(X),(X),0.0,25.5,(X),(X),24,13,28750,13030,83.3,19.2,28750,12711,50.0,29.7,28750,13343,33.3,34.9,-,**,16.7,19.2,-,**,16.7,19.2,-,**,0.0,50.4,-,**,28.3,(X),(X),(X),26.7,(X),(X),(X),33.3,(X),(X),(X)
1600000US2625980,2625980,"Empire village, Michigan",201,43,49875,10419,100.0,10.6,49875,10419,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,100.0,10.6,49875,10419,5.0,4.2,(X),(X),9.0,5.9,(X),(X),50.7,10.7,(X),(X),35.3,10.6,(X),(X),92,25,88929,27035,17.4,10.0,80000,46722,82.6,10.0,88929,30241,82.6,12.2,101250,25847,12.0,10.0,38125,28662,5.4,8.2,-,**,109,32,22708,15410,63.3,13.9,(X),(X),52.3,13.0,(X),(X),11.0,9.0,(X),(X),36.7,13.9,(X),(X),31.2,12.9,(X),(X),5.5,8.6,(X),(X),26.9,(X),(X),(X),18.5,(X),(X),(X),33.9,(X),(X),(X)
1600000US2626360,2626360,"Escanaba city, Michigan",5693,224,28767,2146,96.2,1.2,29387,2246,0.0,0.4,-,**,2.4,1.0,11288,5067,0.1,0.1,-,**,0.0,0.4,-,**,0.1,0.2,-,**,1.3,0.7,11346,9662,0.8,0.4,(X),(X),95.8,1.2,29427,2250,6.3,2.4,22958,6263,25.6,2.7,29688,5043,35.3,3.2,41641,10607,32.8,2.6,24440,2672,2903,181,44821,4958,41.3,3.4,32443,8988,58.7,3.4,51000,4150,63.8,4.8,58429,3980,28.3,4.6,21526,2651,7.9,2.7,39688,17247,2790,250,18030,1792,62.1,5.2,17151,1679,54.8,5.7,16391,1676,7.3,3.3,23587,13795,37.9,5.2,19848,4030,29.0,4.8,18306,5640,8.9,3.6,25610,9838,27.0,(X),(X),(X),28.8,(X),(X),(X),24.9,(X),(X),(X)
1600000US2626420,2626420,"Essexville city, Michigan",1403,75,53015,8010,94.4,2.8,51653,6044,2.2,1.5,(X),(X),0.0,1.6,-,**,0.6,0.9,-,**,0.0,1.6,-,**,1.1,1.6,-,**,1.7,2.0,-,**,3.6,2.7,52083,38661,92.5,3.4,51698,7279,1.1,1.4,-,**,31.5,4.4,55952,10114,39.3,4.2,63542,10369,28.1,3.2,46293,10958,906,67,62071,6411,44.8,5.4,61875,16903,55.2,5.4,62237,8471,73.2,7.2,72893,11906,19.6,5.6,31750,9212,7.2,5.4,56331,3924,497,101,40203,7575,57.5,11.1,35385,7331,46.1,11.4,33301,4744,11.5,6.8,62639,47575,42.5,11.1,41655,6090,38.8,11.4,41550,8315,3.6,4.1,-,**,29.2,(X),(X),(X),25.7,(X),(X),(X),35.6,(X),(X),(X)
1600000US2626460,2626460,"Estral Beach village, Michigan",163,37,49583,14904,100.0,12.9,49583,14904,0.0,12.9,-,**,0.0,12.9,-,**,0.0,12.9,-,**,0.0,12.9,-,**,0.0,12.9,-,**,0.0,12.9,-,**,1.2,3.5,-,**,98.8,3.5,48750,14342,0.0,12.9,-,**,23.9,10.6,76875,26125,50.9,13.1,53438,18691,25.2,9.7,41563,17364,119,33,57917,19657,31.9,11.8,72500,42323,68.1,11.8,52708,15382,75.6,11.0,(X),(X),16.0,9.6,(X),(X),8.4,6.0,(X),(X),44,20,26250,19414,50.0,21.2,(X),(X),45.5,22.3,(X),(X),4.5,8.1,(X),(X),50.0,21.2,(X),(X),43.2,20.7,(X),(X),6.8,10.1,(X),(X),28.8,(X),(X),(X),31.1,(X),(X),(X),18.2,(X),(X),(X)
1600000US2626640,2626640,"Evart city, Michigan",644,54,19211,2347,97.0,3.2,18783,2243,1.2,3.0,-,**,1.1,1.2,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.0,3.4,-,**,0.6,0.8,-,**,2.6,3.1,(X),(X),94.4,4.7,18387,2661,4.2,2.8,6406,6328,29.3,5.6,20069,8031,41.0,6.2,23000,7542,25.5,5.1,19118,3082,348,50,26207,3037,53.4,7.1,17188,7187,46.6,7.1,35714,9790,53.2,8.7,45625,8295,35.9,9.4,11953,8009,10.9,8.3,20893,3802,296,47,13942,2527,62.8,10.7,(X),(X),55.1,10.5,(X),(X),7.8,4.6,(X),(X),37.2,10.7,(X),(X),31.1,10.5,(X),(X),6.1,3.8,(X),(X),37.9,(X),(X),(X),35.1,(X),(X),(X),41.2,(X),(X),(X)
1600000US2627080,2627080,"Fairgrove village, Michigan",231,35,36563,4906,92.2,7.1,36354,4595,0.0,9.3,-,**,0.0,9.3,-,**,2.6,3.7,-,**,0.0,9.3,-,**,0.0,9.3,-,**,5.2,6.5,-,**,0.0,9.3,-,**,92.2,7.1,36354,4595,4.3,4.2,(X),(X),35.1,8.6,(X),(X),30.3,7.6,(X),(X),30.3,7.6,(X),(X),142,33,42115,2938,45.8,10.5,38542,6332,54.2,10.5,43417,2499,66.9,11.7,44886,8286,26.8,11.7,40278,1930,6.3,7.0,-,**,89,25,21058,3471,61.8,16.8,(X),(X),56.2,17.2,(X),(X),5.6,5.1,(X),(X),38.2,16.8,(X),(X),31.5,15.5,(X),(X),6.7,10.1,(X),(X),24.7,(X),(X),(X),22.5,(X),(X),(X),28.1,(X),(X),(X)
1600000US2627160,2627160,"Fair Plain CDP, Michigan",3208,140,36022,3610,53.5,4.2,42679,9201,44.0,3.8,31576,9100,0.0,0.7,-,**,0.2,0.3,-,**,0.0,0.7,-,**,1.0,0.9,19185,3229,1.4,1.2,(X),(X),2.6,1.5,27434,14795,51.8,4.3,43679,8825,3.3,1.6,17750,7429,33.8,4.4,35443,6037,38.0,4.1,45918,6556,24.9,2.7,33942,5530,1893,145,46518,3886,42.3,5.6,38494,4886,57.7,5.6,51022,2655,75.8,5.0,(X),(X),19.7,4.9,(X),(X),4.6,2.7,(X),(X),1315,175,21867,1627,62.2,7.7,(X),(X),59.2,7.7,(X),(X),3.0,2.4,(X),(X),37.8,7.7,(X),(X),34.1,7.8,(X),(X),3.7,2.4,(X),(X),27.5,(X),(X),(X),28.8,(X),(X),(X),25.5,(X),(X),(X)
1600000US2627380,2627380,"Farmington city, Michigan",4671,149,62261,4533,71.1,2.9,64622,6195,14.4,2.9,42619,6517,0.0,0.5,-,**,12.5,2.2,69085,10836,0.0,0.5,-,**,0.1,0.2,-,**,1.9,1.3,(X),(X),1.3,0.8,61607,60683,70.2,3.0,64605,6140,2.1,1.4,42208,13417,36.2,2.8,73548,7177,36.3,3.0,81422,9893,25.4,2.3,34173,3558,2844,143,82051,3983,48.4,4.1,80183,11046,51.6,4.1,85923,6598,79.8,4.9,(X),(X),16.8,4.2,(X),(X),3.4,2.9,(X),(X),1827,222,39841,4708,59.2,6.6,(X),(X),56.0,6.7,(X),(X),3.2,2.0,(X),(X),40.8,6.6,(X),(X),35.0,6.1,(X),(X),5.7,3.2,(X),(X),28.3,(X),(X),(X),28.9,(X),(X),(X),25.1,(X),(X),(X)
